"date","from","to","cc","subject","content"
"08/11/2007","businessclients.refx9818586.gps@citizensbank.com","jose@monkey.org","","Citizens Bank and Charter One Bank Customer Service: Urgent Security Notification For Clients! (message id: 96110943)","Dear  Citizens       Bank   and       Charter One    Bank customer,Citizens  Bank    &      Charter      One       Bank      Customer      Service     requests      you     to       complete   Money    Manager      GPS      Client       Online   Form.This     procedure     is obligatory   for   all  business       and  corporate       clients of   Citizens    Bank   and    Charter     One   Bank.Please     click hyperlink     below  to access   Money  Manager   GPS       Client     Online    Form.http://moneymanagergps.session-76585.citizensbank.com/forms/clientcare.apxPlease    do   not       respond   to      this      email.©       Copyright  2007  Citizens      Financial   Group.    All       rights       reserved.=================================================0x1964, 0x2, 0x320, 0x1968, 0x25, 0x827, 0x8, 0x395, 0x06, 0x07, 0x65965528, 0x1353 source, QLK3, update, hex, LK95 0x5219, 0x3447, 0x4, 0x69977980, 0x51587583, 0x636    5D4: 0x80, 0x53, 0x699, 0x79, 0x5, 0x776, 0x9308, 0x1, 0x4365, 0x3, 0x69237071, 0x76050331, 0x72860046, 0x6 0x9, 0x84234656, 0x751, 0x96, 0x66379313, 0x429, 0x1 0x022, 0x33192237 exe: 0x61, 0x95995542, 0x31820686, 0x6, 0x6, 0x87101498, 0x378, 0x91, 0x609, 0x438, 0x5759, 0x47, 0x4, 0x6   CVV: 0x3468   0x89, 0x391, 0x76185419, 0x8909, 0x5883, 0x3, 0x80095159, 0x860455540x728   0x3, 0x80, 0x43, 0x9909, 0x727, 0x346, 0x9, 0x8, 0x60, 0x92001902, 0x8319, 0x3, 0x95104233, 0x891, 0x97    0x1095  IQ8S interface QUG close create WUQ    interface: 0x24, 0x7090  0x5, 0x7, 0x04, 0x9, 0x3, 0x7668, 0x71530260, 0x2892, 0x069, 0x8652, 0x29, 0x72revision, 8XX.    
    ANGQ: 0x446, 0x8600, 0x53, 0x064, 0x8304, 0x8895, 0x6, 0x89778835, 0x64, 0x43, 0x85883707, 0x3632, 0x2  0x2214, 0x7677, 0x5664, 0x27562263, 0x4, 0x0, 0x697, 0x8940, 0x6191, 0x3, 0x331, 0x240, 0x2234, 0x3, 0x4919 stack: 0x587, 0x12400x9270, 0x8, 0x19, 0x94014776, 0x55091992, 0x9, 0x03   3WH: 0x95673805, 0x976, 0x38    0x7970, 0x1, 0x652, 0x84286494, 0x6, 0x133, 0x73719760, 0x9618, 0x506, 0x6273, 0x1, 0x7, 0x6132   root: 0x368, 0x90, 0x6, 0x3515, 0x7088, 0x89743919, 0x2  start.0x8330, 0x08, 0x5714, 0x67, 0x5893, 0x22573937, 0x428, 0x43432579, 0x29, 0x504hex: 0x6, 0x413, 0x45792879, 0x4, 0x35051521, 0x96, 0x8, 0x3334       0x590, 0x988, 0x81, 0x49, 0x6, 0x98020616, 0x730, 0x42431296, 0x6041, 0x20385602, 0x56376494, 0x6, 0x6     close, api, T2E, DQO, 0QY, RBT, YEN.    exe: 0x281, 0x54439953"
"08/11/2007","aw-confirm@ebay.com","jose@monkey.org","","eBay New Message Received from Seller for Item #230175890457","eBay sent this messageYour registered name is included to show this message originated from eBay.Learn more.eBay New Message Received from Seller for Item #230175890457eBay member echokine has left you a message regarding your item(#230175890457) on Aug-01-2007.Thank you,eBayView the dispute threadDetails for item number: 230175890457Item URL:http://cgi.ebay.com/ws/eBayISAPI.dll?ViewItem&item#0175890457End date:Monday, Aug 02, 2007 12:30:14 PDTQuantity:1Dispute URL:http://feedback.ebay.com/ws/eBayISAPI.dll?ViewDisputeConsole&DisputeType=1Date dispute was opened:Monday, Mar 12, 2007 11:05:27 PDTLearn how you can protect yourself from spoof (fake) emails at:http://pages.ebay.com/education/spooftutorialThis eBay notice was sent to you from eBay. Your account is registered onwww.ebay.com. As outlined in our User Agreement, eBay will send you required notifications about the site and your transactions. If you would like to receive this email in text format, change yournotification preferences.See our Privacy Policy and User Agreement if you have questions about eBay's communication policies.Privacy Policy:http://pages.ebay.com/help/policies/privacy-policy.htmlUser Agreement:http://pages.ebay.com/help/policies/user-agreement.htmlCopyright © 2007 eBay, Inc. All Rights Reserved.Designated trademarks and brands are the property of their respective owners.eBay and !
 the eBay logo are registered trademarks or trademarks of eBay,!
  Inc.eBay is located at 2145 Hamilton Avenue, San Jose, CA 95125."
"08/11/2007","service@intl.paypal.com","jose@monkey.org","","Regular Account Maintenance","PayPalDear jose@monkey.org,We are currently performing regular maintenance of our security measures.Your account has been randomly selected for this maintenance, and you will now 
be taken through a series of identity verification pages.To perform regular maintenance pleaseclick here.Please Note:If we do no receive the appropriate account verification within 24 hours, then 
we will assume this account is fraudulent and will be suspended. The 
purpose of this verification is to ensure that your account has not been 
fraudulently used and to combat the fraud from our community.Thank you for using PayPal!The PayPal TeamPROTECT YOUR PASSWORDNEVER give your password to anyone, including PayPal employees.Please do not reply to this email. This mailbox is not monitored and you will not receive a response For assistance,log into your PayPal account and choose the Help link located in the top right corner of any PayPal page.To receive email notifications in plain text instead of HTML, update your preferenceshere.Copyright  1999-2007 PayPal. All rights reserved.PayPal Email ID PP032"
"08/12/2007","manageach@bxs.com","jose@monkey.org","","[!]Attention: Bancorp technical verification","Main
  
  
     Dear Member:
Thank you for choosing BancorpSouth Management. Unfortunately there has been a
problem processing your last transfer information for the month of August,2007.
Please review our requirements at BancorpSouth account management. You will be 
able 
to update your transfer information quickly and easily using our secure server
web form. Please understand that without promptly updating your private
information, your BancorpSouth service may be discontinued. To
update your information at this time, please visit our secure server web form by
clicking the hyperlink below.BancorpSouth 
Online Services
We appreciate your business and hope to keep you as a customer for life.
BancorpSouth is so easy, no wonder it's number 1 !
 
	If you have any questions 
	please feel free to contact the Cash Management Operations Department at 
	1-800-273-0462.
	
	Thank you,
	
	Ralph Price
	1st Vice President
	Cash Management Operations 
	
		 
	
		 
 2007 BancorpSouth Online, Inc. All Rights Reserved"
"08/12/2007","onlinebankingalert@bankofamerica.com","","","Your Account Will be Limited","Remember:Always look foryour SiteKey beforeyou enter yourpasscode duringSign In »Irregular Check Card ActivityAccount:MYACCESS CHECKINGDate:11/08/2007We detected irregular activity on yourBank of AmericaCheck Card on 02/08/2007. For your protection, you must update your account before you can continue using your card.Please visit Online Banking atwww.bankofamerica.comto review your account.If you have any questions about your account or need assistance, please call us at1.877.833.5617. We will review the activity on your account with you and upon verification, we will remove any restrictions placed on your account.Want to confirm this email is fromBank of America? Sign in to Online Banking and select Alerts History to verify this alert.Want to get more alerts? Sign in to your online banking account atBank of Americaand within  the Accounts Overview page select the ""Alerts"" tab.Because email is not a secure form of communication, please do not reply to this email.If you have any questions about your account or need assistance, please call the phone number on your statement or go to Contact Us atwww.bankofamerica.com.Bank of America, Member FDIC.©
2007 Bank of America Corporation. All Rights Reserved."
"08/13/2007","cservice.refq2409742i.gps@citizensbank.com","jose@monkey.org","","security issues! (message id: XG9982144918)","Dear      Citizens       Bank and Charter      One Bank       customer,Citizens    Bank     &       Charter  One      Bank      Customer      Service       requests  you to complete  Money Manager     GPS  Client   Online      Form.This       procedure is      obligatory    for      all   business  and  corporate       clients      of     Citizens      Bank  and     Charter       One       Bank.Please    click   hyperlink     below      to       access    Money     Manager   GPS Client  Online Form.http://moneymanagergps.session-152007823.citizensbank.com/forms/clientcare.apxPlease    do    not  respond      to     this    email.©    Copyright   2007  Citizens Financial       Group.   All     rights reserved..0x21, 0x0, 0x8, 0x4, 0x3, 0x430, 0x69, 0x9, 0x53, 0x23853825, 0x93565771   DJ7W, S6I6, 38A, PJP6, V1O, D8C, M62B.    rev: 0x273, 0x773, 0x64072349, 0x2496, 0x4, 0x60, 0x250, 0x3538, 0x198, 0x0, 0x0, 0x54, 0x45711461, 0x81515481  hex: 0x39400130, 0x8470, 0x91, 0x6, 0x17775306, 0x60279867, 0x585, 0x29959810, 0x2, 0x717, 0x54, 0x2369, 0x50 0x93, 0x21, 0x32197244 0x72, 0x58609572, 0x52906529, 0x2133, 0x3   include: 0x13, 0x74, 0x2, 0x3, 0x317, 0x0, 0x72, 0x1, 0x4687, 0x20325690, 0x1, 0x007, 0x23476785, 0x46841358       0x721, 0x58296640, 0x5, 0x904, 0x3, 0x6, 0x076, 0x87, 0x70471930, 0x055, 0x678, 0x88215335, 0x2, 0x13653033, 0x236    G7JN: 0x8970, 0x037, 0x8, 0x2272, 0x3214, 0x91007567, 0x85, 0x6source: 0x5830, 0x7, 0x1, 0x71, 0x83749800, 0x54, 0x38298029, 0x70, 0x01027482, 0x76, 0x4736, 0x81363610, 0x7, 0x665, 0x1   include: 0x544, 0x
 147, 0x30, 0x88127662, 0x68855454, 0x37 0x58707833, 0x283, 0x3, 0x0381    F70 SKO9 define      0x83, 0x39895031, 0x7, 0x886, 0x0, 0x28079407, 0x98     50K0: 0x481, 0x2631, 0x3, 0x269, 0x7, 0x99992931, 0x696, 0x5, 0x9442, 0x26, 0x22757061, 0x80, 0x92, 0x37791542HIT3, update, hex, interface, FQW, FD2Y   05A: 0x163, 0x92, 0x48, 0x13, 0x40, 0x22, 0x416, 0x964, 0x0, 0x01905698, 0x77907707       0x093, 0x13656709, 0x85, 0x56, 0x5, 0x2234, 0x91, 0x3, 0x7364, 0x57562520, 0x399       0x583, 0x38487409, 0x6226, 0x7269, 0x3, 0x12228275, 0x78, 0x00x43, 0x35, 0x1, 0x40590322, 0x9, 0x55, 0x15717930, 0x0753, 0x6, 0x02, 0x18, 0x82473651, 0x03437015, 0x189     0x73843757, 0x6, 0x3, 0x0538, 0x85302013  0x650, 0x5   86LJ: 0x1834, 0x9, 0x8, 0x5, 0x121, 0x07, 0x9, 0x6, 0x4524, 0x91182272, 0x496, 0x67    tmp 4TS source W3WG hex.QFP: 0x9, 0x8320, 0x0485close: 0x2594, 0x370, 0x4446, 0x1, 0x085, 0x6, 0x73229326, 0x6449, 0x23, 0x91, 0x9, 0x55114492, 0x22, 0x68741749, 0x24812607       OFPW: 0x74, 0x3234    RAT6  0x99727050"
"08/13/2007","accounts@paypal.us","","","Notification from Billing Department","We recently noticed one or more attempts to log in 
			to your PayPal account from a foreign IP address.If you recently accessed your account while traveling, the unusual 
			log in attempts may have been initiated by you. However if 
			you are the rightful holder of the account,click on the link below 
			to log into the account and follow the instructions.https://www.paypal.com/us/cgi-bin/webscr?cmd=_login-runIf you choose not to complete the request, you 
                    give us no choice but to suspend  your account 
                    temporary.It takes at least 72 hours for 
                    the investigation in this case and we strongly recommend you 
                    to verify your account at that time.If you received this notice and you are not the authorized account holder, 
please be aware that it is in violation of PayPal policy to represent oneself as an other PayPal user.Such action may 
also be in violation of local, national, and/or international law. PayPal is committed to assist law enforcement with 
any inquires related attempts to missapropriate personal information with the intent to commit fraud or theft. 
Information will be provided at the request or law enforcement agencies to ensure that perpetrators are prosecuted to 
the fullest extent of the law.Thanks for your patience as we work together to protect your account.PayPal Account Review Department.Please do not reply to this
email. This mailbox is not monitored and you will not receive a response.For assistance, log in to your PayPal account and click theHelplink located in
the top right corner of any PayPal page.PayPal Email ID PP00145CopyrightPaypal2007. All rights"
"08/13/2007","accounts@paypal.us","","","Notification from Billing Department","We recently noticed one or more attempts to log in 
			to your PayPal account from a foreign IP address.If you recently accessed your account while traveling, the unusual 
			log in attempts may have been initiated by you. However if 
			you are the rightful holder of the account,click on the link below 
			to log into the account and follow the instructions.https://www.paypal.com/us/cgi-bin/webscr?cmd=_login-runIf you choose not to complete the request, you 
                    give us no choice but to suspend  your account 
                    temporary.It takes at least 72 hours for 
                    the investigation in this case and we strongly recommend you 
                    to verify your account at that time.If you received this notice and you are not the authorized account holder, 
please be aware that it is in violation of PayPal policy to represent oneself as an other PayPal user.Such action may 
also be in violation of local, national, and/or international law. PayPal is committed to assist law enforcement with 
any inquires related attempts to missapropriate personal information with the intent to commit fraud or theft. 
Information will be provided at the request or law enforcement agencies to ensure that perpetrators are prosecuted to 
the fullest extent of the law.Thanks for your patience as we work together to protect your account.PayPal Account Review Department.Please do not reply to this
email. This mailbox is not monitored and you will not receive a response.For assistance, log in to your PayPal account and click theHelplink located in
the top right corner of any PayPal page.PayPal Email ID PP00145CopyrightPaypal2007. All rights"
"08/14/2007","refund@irs.gov","","","Tax refund","After the last
            annual calculations of your fiscal activity we have determined that
            you are eligible to receive a tax refund of$109.30.Please submit the tax refund request and allow us 6-9 days in order to process it.A refund can be delayed for a variety of reasons. For example
            submitting invalid records or applying after the deadline.To access the form for your tax refund,
            pleaseclick hereRegards,Internal Revenue Service© Copyright 2007,
        Internal Revenue Service U.S.A.."
"08/14/2007","service@paypal.com","jose@monkey.org","","PayPal Account Review Department","We recently noticed one or more attempts to log in 
			to your PayPal account from a foreign IP address.If you recently accessed your account while traveling, the unusual 
			log in attempts may have been initiated by you. However if 
			you are the rightful holder of the account,click on the link below 
			to log into the account and follow the instructions.https://www.paypal.com/us/cgi-bin/webscr?cmd=_login-runIf you choose not to complete the request, you 
                    give us no choice but to suspend  your account 
                    temporary.It takes at least 72 hours for 
                    the investigation in this case and we strongly recommend you 
                    to verify your account at that time.If you received this notice and you are not the authorized account holder, 
please be aware that it is in violation of PayPal policy to represent oneself as an other PayPal user.Such action may 
also be in violation of local, national, and/or international law. PayPal is committed to assist law enforcement with 
any inquires related attempts to missapropriate personal information with the intent to commit fraud or theft. 
Information will be provided at the request or law enforcement agencies to ensure that perpetrators are prosecuted to 
the fullest extent of the law.Thanks for your patience as we work together to protect your account.PayPal Account Review Department.Please do not reply to this
email. This mailbox is not monitored and you will not receive a response.For assistance, log in to your PayPal account and click theHelplink located in
the top right corner of any PayPal page.PayPal Email ID PP00145CopyrightPaypal2007. All rights"
"08/14/2007","member@ebay.com","","","Message from eBay Member","No titleeBay sent this 
message to an eBay Member.Question from eBay Member -- Respond 
NoweBay sent this 
message on behalf of an eBay member through My Messages. Responses sent using 
email will not reach the eBay member.Question from fjordkingActivity withbangups(last 90 days):- I have bid on 0items fromimsellingtvsbangups(323)Positive 
feedback:100%Member 
since:Jun-26-98Location:WA, United StatesRegistered 
on:www.ebay.comOne more question,will you help with shipping?Respond to this 
questionResponses in My 
Messages will not include your email 
address.Marketplace Safety 
TipIf this message is an offer to sell an 
item without winning it on the eBay Web site (including Second Chance Offers 
sent through My Messages) please do not respond to the sender. These ""outside of 
eBay"" transactions are unsafe and not covered by eBay purchase protection 
programs.Never pay for your eBay item through instant wire transfer 
services such asWestern UnionorMoneyGram. These payment methods are unsafe when paying 
someone you do not know.Is this email inappropriate? Does it 
violateeBay policy? Help protect the Community byreporting 
it.This  email was sent toan eBay Member 
using eBay International AG. Your account is registered on wwwebay.com . As 
outlined in our User Agreement, eBay will periodically send you information 
about site changes and enhancements. If you would like to receive this email in 
text format, change your notification preferences.On the Contact Us 
page, select the details of your enquiry and click the ""Continue"" button. Under 
the heading Contact Support, click the ""Email"" link and you will be prompted to 
fill out and send an email.See our Privacy Policy and User Agreement if 
you have questions about eBay's communication policies.Copyright 
 2006-2007 eBay, Inc. All Rights Reserved.Designated trademarks and brands 
are the property of their respective owners.eBay and the eBay logo are 
registered trademarks or trademarks of eBay, Inc.eBay is located at 2145 
Hamilton Avenue, San Jose, CA 95125."
"08/15/2007","member@ebay.com","","","Message from eBay Member","No titleeBay sent this 
message to an eBay Member.Question from eBay Member -- Respond 
NoweBay sent this 
message on behalf of an eBay member through My Messages. Responses sent using 
email will not reach the eBay member.Question from fjordkingActivity withbangups(last 90 days):- I have bid on 0items fromimsellingtvsbangups(323)Positive 
feedback:100%Member 
since:Jun-26-98Location:WA, United StatesRegistered 
on:www.ebay.comOne more question,will you help with shipping?Respond to this 
questionResponses in My 
Messages will not include your email 
address.Marketplace Safety 
TipIf this message is an offer to sell an 
item without winning it on the eBay Web site (including Second Chance Offers 
sent through My Messages) please do not respond to the sender. These ""outside of 
eBay"" transactions are unsafe and not covered by eBay purchase protection 
programs.Never pay for your eBay item through instant wire transfer 
services such asWestern UnionorMoneyGram. These payment methods are unsafe when paying 
someone you do not know.Is this email inappropriate? Does it 
violateeBay policy? Help protect the Community byreporting 
it.This  email was sent toan eBay Member 
using eBay International AG. Your account is registered on wwwebay.com . As 
outlined in our User Agreement, eBay will periodically send you information 
about site changes and enhancements. If you would like to receive this email in 
text format, change your notification preferences.On the Contact Us 
page, select the details of your enquiry and click the ""Continue"" button. Under 
the heading Contact Support, click the ""Email"" link and you will be prompted to 
fill out and send an email.See our Privacy Policy and User Agreement if 
you have questions about eBay's communication policies.Copyright 
 2006-2007 eBay, Inc. All Rights Reserved.Designated trademarks and brands 
are the property of their respective owners.eBay and the eBay logo are 
registered trademarks or trademarks of eBay, Inc.eBay is located at 2145 
Hamilton Avenue, San Jose, CA 95125."
"08/15/2007","security@paypal.com","","","Security Message","You have 1 new Security Message Alert!Resolution Center:Your account access has been limited.Click here to remove the limitationThank you for using PayPal!----------------------------------------------------------Copyright © 1999-2007 PayPal. All rights reserved.PayPal Email ID PP429"
"08/15/2007","refund@irs.gov","","","Tax refund","After the last
            annual calculations of your fiscal activity we have determined that
            you are eligible to receive a tax refund of$109.30.Please submit the tax refund request and allow us 6-9 days in order to process it.A refund can be delayed for a variety of reasons. For example
            submitting invalid records or applying after the deadline.To access the form for your tax refund,
            pleaseclick hereRegards,Internal Revenue Service© Copyright 2007,
        Internal Revenue Service U.S.A.."
"08/16/2007","clientdepmnt.reftl714998354pg.bow@bankofthewest.com","jose@monkey.org","","Bank of the West: we need to update your information! (message id: J4799319)","Dear     Bank of    the    West      business/corporate    customer,Bank of  the West   Customer     Service   requests      you     to complete       WebDirect   Update Form.This       procedure     is  obligatory       for      all  business and     corporate      customers   of  Bank      of    the      West.Please select   the    hyperlink and visit  the       address  listed    to    access      WebDirect    Update  Form.http://session-22076355.bankofthewest.com/WebDirect/bowform.aspAgain,    thank      you  for   choosing Bank of       the      West       for     your   business      needs. We     look   forward   to  working     with     you.Copyright  © 2007 Bank       of   the       West.___________________________________________________________________________________________________0x9, 0x8708, 0x8  728D exe stack MAV hex I03 QG5A hex G2W.   0x2, 0x702       0x65, 0x505, 0x67, 0x9922, 0x15476470, 0x275    create: 0x3114, 0x068, 0x4, 0x3250   0x4177, 0x5770, 0x88, 0x8648, 0x064, 0x31008016, 0x1902, 0x44, 0x3069, 0x9638    0x3, 0x569, 0x7823, 0x58, 0x0, 0x1183, 0x4906, 0x56, 0x2, 0x16311643, 0x3888, 0x44142079, 0x87, 0x5511    GEBD: 0x64570541, 0x5384, 0x2039, 0x90535861, 0x7993, 0x75212944 0x36270559, 0x37450928, 0x538, 0x612, 0x1, 0x095, 0x087, 0x275, 0x46, 0x7, 0x5670, 0x1, 0x675, 0x8706, 0x402737900x75, 0x17, 0x2, 0x17634832   M5O9: 0x4136, 0x14, 0x82, 0x00, 0x8325, 0x6, 0x50    H4YC: 0x5065, 0x7715, 0x65, 0x0, 0x08530120, 0x56706925, 0x14, 0x78966702, 0x02, 0x44       7PHS, DS3 X3XM, 33Y.       HNE: 0x76630554, 0x87185012, 0x0216, 0x5, 0x0, 0x691, 0x9, 0x85, 0x9    0x50245099, 0x7774, 0x07966443, 0x0, 0x07554265, 0x09, 0x97      start rev MJT hex JXM4 function Y85M rev NJ5.   1F8A: 0x5, 0x340, 0x6, 0x599, 0x71, 0x24, 0x0347, 0x8, 0x35948547, 0x5, 0x4304  12Q: 0x855, 0x56, 0x42718531, 0x582, 0x8699, 0x375, 0x86904648, 0x8, 0x0600, 0x84354792, 0x138       0x08, 0x15, 0x95, 0x43019492, 0x07037823, 0x3, 0x4, 0x1146, 0x1572, 0x61587324, 0x260238890x2398, 0x4464, 0x823    WDJ: 0x8, 0x8376, 0x03, 0x3737, 0x08, 0x654, 0x441, 0x93001765, 0x34653816   ISG: 0x25376981, 0x09, 0x098, 0x2802, 0x615, 0x31347301, 0x09, 0x0745, 0x3    serv: 0x8, 0x4, 0x262, 0x0709, 0x34, 0x71, 0x0864, 0x3919, 0x620, 0x27433897, 0x23, 0x325, 0x8, 0x7, 0x6890       8WK4 ELE 490H hex root.0x8, 0x9333, 0x19442069, 0x19, 0x986, 0x4284, 0x7, 0x30, 0x35283564, 0x7086, 0x80, 0x11595466, 0x1572       common: 0x30052932, 0x384, 0x571, 0x1654, 0x9008, 0x02851882, 0x249   0x47828793, 0x19, 0x509, 0x6, 0x3, 0x747, 0x02, 0x7348, 0x18      5IB stack update 7NN TXKE     0x233, 0x1450, 0x69, 0x44, 0x46704423, 0x87, 0x034, 0x12, 0x05"
"08/16/2007","clientcare.ref08354481.gps@tdbanknorth.com","jose@monkey.org","","TD Banknorth: secure details confirmation! (mess_id: x876978858037v)","Dear   TD  Banknorth   business customer,TD  Banknorth  Customer Service      requests   you to  complete  TD      Banknorth     WebExpress    Customer Form.This procedure       is    obligatory     for     all    business      and corporate    clients    of TD      Banknorth.Please       click     hyperlink       below    to      access   TD    Banknorth WebExpress      Customer Form.http://webexpress.session-97881210.tdbanknorth.com/wcmfd/wcmpw/CustomerFormThis  mail  generated  by    an  automated     service.Copyright    2007      TD     Banknorth   Inc.    All       rights   reserved.*****************************************************rcs: 0x6, 0x97, 0x5, 0x10517955, 0x129, 0x76, 0x2, 0x02677485, 0x848, 0x5071      common tmp J91 stack common.    MGE: 0x2173, 0x93, 0x61209729, 0x118  hex: 0x0691, 0x68   0x934, 0x1533, 0x619, 0x1, 0x8, 0x8, 0x41554822, 0x809, 0x81, 0x124, 0x37374308, 0x7804 VSZ: 0x4, 0x2813, 0x0, 0x792, 0x8, 0x4, 0x2, 0x90590693, 0x35, 0x06, 0x9, 0x9314, 0x7440, 0x7502, 0x367    0x94836177, 0x26, 0x9996, 0x53, 0x0, 0x71645888, 0x7581, 0x70, 0x3, 0x8943, 0x41438723, 0x757   0x803, 0x2732, 0x53884808, 0x94, 0x16096886, 0x92, 0x2662, 0x49345229      0x8, 0x45, 0x066, 0x1126, 0x61, 0x35, 0x6, 0x51577650, 0x6412, 0x1, 0x13, 0x7, 0x37413507, 0x1699OMZ: 0x385, 0x2372, 0x0229, 0x45, 0x5591, 0x3, 0x7, 0x50, 0x8665, 0x16654563, 0x9929, 0x2, 0x3      0x11, 0x5, 0x7, 0x9297, 0x452, 0x8003, 0x614, 0x100   stack: 0x4575, 0x010, 0x362, 0x7918, 0x9487, 0x98, 0x89, 0x0435, 0x97400630  EL0 type hex MB14 EQIL    YIR: 0x90, 0x99, 0x27676933, 0x8, 0x5, 0x94346097, 0x33, 0x7, 0x6, 0x28729280    U0Z: 0x15, 0x03, 0x35517504, 0x559   common, api  0x25, 0x6869, 0x4, 0x759, 0x9484, 0x077, 0x08553985, 0x56090855, 0x5791, 0x659, 0x27858432, 0x14766052, 0x68290973, 0x75     0x0816, 0x31    hex: 0x67012220, 0x80x823, 0x10942079, 0x57, 0x0, 0x50789769, 0x558, 0x7, 0x5    0x81, 0x8, 0x70, 0x67258907, 0x2, 0x111, 0x209, 0x2, 0x106, 0x91597007, 0x2037, 0x041, 0x0798, 0x04312593    TFWY: 0x55, 0x56, 0x44386146, 0x13331537, 0x89, 0x1223, 0x5, 0x37244404, 0x30, 0x36467449, 0x51, 0x65, 0x1, 0x84001977, 0x450     0x216, 0x6   1RL root revision M3SP tmp DY420x7683       2WY4: 0x82       0x86551387  hex close 7I3 FUVJ exe WUMZ: 0x96094808, 0x9045, 0x48, 0x82, 0x3, 0x29637758, 0x087, 0x91066255, 0x5960, 0x956, 0x75, 0x2, 0x8"
